"shapeid","STATEFP","COUNTYFP","COUNTYNS","AFFGEOID","GEOID","NAME","LSAD","ALAND","AWATER"
"360","12","093","00295760","0500000US12093","12093","Okeechobee","06","1991433070.0","318578493.0"
