takeoffdate	landingdate	airlineMarketing	airlineOperator	airlineOwner	airportOrg	orgLAT	orgLON	airportDst	desLAT	desLON	ACtype	takeOffTime	landingTime	durationH	takeOffMinute	landingMinute		
04/01/2016 19:30	05/01/2016 02:10	Emirates Airline	Emirates Airline	Emirates Airline	FRANKFURT INTERNATIONAL Airport	50.036	8.57	DUBAI INTERNATIONAL	25.253	55.364	388	91:30:00	98:10:00	6:40:00	5490	5890		
04/01/2016 19:30	05/01/2016 08:15	Etihad Airways	Etihad Airways	Etihad Airways	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	 Abu Dhabi International Airport	24.446	54.646	388	91:30:00	104:15:00	12:45:00	5490	6255		
04/01/2016 20:00	05/01/2016 06:55	Korean Air	Korean Air	Korean Air	PARIS CHARLES DE GAULLE APT	49.005	2.555	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	92:00:00	102:55:00	10:55:00	5520	6175		
04/01/2016 20:15	05/01/2016 03:00	Emirates Airline	Emirates Airline	Emirates Airline	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	92:15:00	99:00:00	6:45:00	5535	5940		
04/01/2016 20:25	05/01/2016 03:10	Emirates Airline	Emirates Airline	Emirates Airline	PARIS CHARLES DE GAULLE APT	49.005	2.555	DUBAI INTERNATIONAL	25.253	55.364	388	92:25:00	99:10:00	6:45:00	5545	5950		
04/01/2016 20:25	05/01/2016 03:10	Emirates Airline	Emirates Airline	Emirates Airline	LONDON  Gatwick Airport	51.15	-0.176	DUBAI INTERNATIONAL	25.253	55.364	388	92:25:00	99:10:00	6:45:00	5545	5950		
04/01/2016 20:30	05/01/2016 02:30	Emirates Airline	Emirates Airline	Emirates Airline	MUNICH INTERNATIONAL AIRPORT	48.35	11.783	DUBAI INTERNATIONAL	25.253	55.364	388	92:30:00	98:30:00	6:00:00	5550	5910		
04/01/2016 20:30	05/01/2016 03:45	Emirates Airline	Emirates Airline	Emirates Airline	 Manchester Airport	53.34	-2.295	DUBAI INTERNATIONAL	25.253	55.364	388	92:30:00	99:45:00	7:15:00	5550	5985		
04/01/2016 20:35	05/01/2016 03:35	Qantas	Qantas	Qantas	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	92:35:00	99:35:00	7:00:00	5555	5975		
04/01/2016 20:35	05/01/2016 03:00	Qatar Airways	Qatar Airways	Qatar Airways	PARIS CHARLES DE GAULLE APT	49.005	2.555	DOHA	25.269	51.613	388	92:35:00	99:00:00	6:25:00	5555	5940		
04/01/2016 20:45	05/01/2016 02:55	Emirates Airline	Emirates Airline	Emirates Airline	ZURICH AIRPORT	47.461	8.55	DUBAI INTERNATIONAL	25.253	55.364	388	92:45:00	98:55:00	6:10:00	5565	5935		
04/01/2016 21:00	05/01/2016 10:20	Qantas	Qantas	Qantas	DUBAI INTERNATIONAL	25.253	55.364	 Melbourne Airport	-37.665	144.84	388	93:00:00	106:20:00	13:20:00	5580	6380		
04/01/2016 21:05	05/01/2016 02:20	Emirates Airline	Emirates Airline	Emirates Airline	MOSCOW DOMODEDOVO APT	55.4	37.9	DUBAI INTERNATIONAL	25.253	55.364	388	93:05:00	98:20:00	5:15:00	5585	5900		
04/01/2016 21:05	05/01/2016 09:20	Lufthansa	Lufthansa	Lufthansa	FRANKFURT INTERNATIONAL Airport	50.036	8.57	SINGAPORE CHANGI APT	1.363	103.992	388	93:05:00	105:20:00	12:15:00	5585	6320		
04/01/2016 21:10	05/01/2016 00:45	Emirates Airline	Emirates Airline	Emirates Airline	 Melbourne Airport	-37.665	144.84	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	93:10:00	96:45:00	3:35:00	5590	5805		
04/01/2016 21:15	05/01/2016 08:55	Lufthansa	Lufthansa	Lufthansa	FRANKFURT INTERNATIONAL Airport	50.036	8.57	HONG KONG INTERNATIONAL APT	22.296	113.897	388	93:15:00	104:55:00	11:40:00	5595	6295		
04/01/2016 21:35	05/01/2016 10:05	Emirates Airline	Emirates Airline	Emirates Airline	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	DUBAI INTERNATIONAL	25.253	55.364	388	93:35:00	106:05:00	12:30:00	5615	6365		
04/01/2016 21:35	05/01/2016 06:35	Lufthansa	Lufthansa	Lufthansa	MIAMI INTERNATIONAL APT	25.796	-80.287	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	93:35:00	102:35:00	9:00:00	5615	6155		
04/01/2016 21:35	05/01/2016 10:25	Malaysia Airlines Berhad	Malaysia Airlines Berhad	Malaysia Airlines Berhad	LONDON HEATHROW Airport	51.467	-0.45	 Kuala Lumpur International Airport	2.733	101.7	380	93:35:00	106:25:00	12:50:00	5615	6385		
04/01/2016 21:45	05/01/2016 01:00	Emirates Airline	Emirates Airline	Emirates Airline	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	93:45:00	97:00:00	3:15:00	5625	5820		
04/01/2016 21:55	05/01/2016 11:30	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	93:55:00	107:30:00	13:35:00	5635	6450		
04/01/2016 22:00	05/01/2016 04:45	Emirates Airline	Emirates Airline	Emirates Airline	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	94:00:00	100:45:00	6:45:00	5640	6045		
04/01/2016 22:00	05/01/2016 08:40	Korean Air	Korean Air	Korean Air	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	94:00:00	104:40:00	10:40:00	5640	6280		
04/01/2016 22:00	05/01/2016 06:25	Lufthansa	Lufthansa	Lufthansa	DELHI	28.55	77.1	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	94:00:00	102:25:00	8:25:00	5640	6145		
04/01/2016 22:05	05/01/2016 11:00	Singapore Airlines	Singapore Airlines	Singapore Airlines	LONDON HEATHROW Airport	51.467	-0.45	SINGAPORE CHANGI APT	1.363	103.992	388	94:05:00	107:00:00	12:55:00	5645	6420		
04/01/2016 22:10	05/01/2016 07:50	Lufthansa	Lufthansa	Lufthansa	Houston - George Bush Intercontinental Airport	29.99	-95.337	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	94:10:00	103:50:00	9:40:00	5650	6230		
04/01/2016 22:20	05/01/2016 10:05	Singapore Airlines	Singapore Airlines	Singapore Airlines	Los Angeles International Airport	33.941	-118.409	TOKYO NARITA APT	35.769	140.393	388	94:20:00	106:05:00	11:45:00	5660	6365		
04/01/2016 22:25	05/01/2016 09:40	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	Shanghai Pudong International Airport	31.133	121.8	388	94:25:00	105:40:00	11:15:00	5665	6340		
04/01/2016 22:25	05/01/2016 01:35	Emirates Airline	Emirates Airline	Emirates Airline	 Brisbane Airport	-27.391	153.123	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	94:25:00	97:35:00	3:10:00	5665	5855		
04/01/2016 22:30	05/01/2016 09:10	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	O. R. Tambo International	-26.135	28.242	388	94:30:00	105:10:00	10:40:00	5670	6310		
04/01/2016 22:30	05/01/2016 10:20	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	HONG KONG INTERNATIONAL APT	22.296	113.897	388	94:30:00	106:20:00	11:50:00	5670	6380		
04/01/2016 22:30	05/01/2016 06:40	Etihad Airways	Etihad Airways	Etihad Airways	 Abu Dhabi International Airport	24.446	54.646	LONDON HEATHROW Airport	51.467	-0.45	388	94:30:00	102:40:00	8:10:00	5670	6160		
04/01/2016 22:35	05/01/2016 13:15	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	94:35:00	109:15:00	14:40:00	5675	6555		
04/01/2016 22:40	05/01/2016 06:20	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	LONDON HEATHROW Airport	51.467	-0.45	388	94:40:00	102:20:00	7:40:00	5680	6140		
04/01/2016 22:45	05/01/2016 02:05	Emirates Airline	Emirates Airline	Emirates Airline	MUMBAI	19.091	72.86725749	DUBAI INTERNATIONAL	25.253	55.364	388	94:45:00	98:05:00	3:20:00	5685	5885		
04/01/2016 22:50	05/01/2016 06:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON  Gatwick Airport	51.15	-0.176	388	94:50:00	102:40:00	7:50:00	5690	6160		
04/01/2016 22:50	05/01/2016 15:05	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	DALLAS/FORT WORTH INTL APT	32.899	-97.04	388	94:50:00	111:05:00	16:15:00	5690	6665		
04/01/2016 22:50	05/01/2016 06:55	Qantas	Qantas	Qantas	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	94:50:00	102:55:00	8:05:00	5690	6175		
04/01/2016 22:55	05/01/2016 05:20	Air France	Air France	Air France	ABIDJAN -  Felix Houphouet Boigny Airport	5.265	-3.924	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	94:55:00	101:20:00	6:25:00	5695	6080		
04/01/2016 22:55	05/01/2016 05:10	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	94:55:00	101:10:00	6:15:00	5695	6070		
04/01/2016 23:00	05/01/2016 09:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Perth Airport	-31.933	115.967	388	95:00:00	105:35:00	10:35:00	5700	6335		
04/01/2016 23:05	05/01/2016 05:05	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	95:05:00	101:05:00	6:00:00	5705	6065		
04/01/2016 23:05	05/01/2016 10:05	Lufthansa	Lufthansa	Lufthansa	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	95:05:00	106:05:00	11:00:00	5705	6365		
04/01/2016 23:10	05/01/2016 07:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	95:10:00	103:10:00	8:00:00	5710	6190		
04/01/2016 23:10	05/01/2016 07:05	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	Shanghai Pudong International Airport	31.133	121.8	388	95:10:00	103:05:00	7:55:00	5710	6185		
04/01/2016 23:10	05/01/2016 10:05	Lufthansa	Lufthansa	Lufthansa	Los Angeles International Airport	33.941	-118.409	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	95:10:00	106:05:00	10:55:00	5710	6365		
04/01/2016 23:15	05/01/2016 06:25	British Airways	British Airways	British Airways	WASHINGTON DULLES INTERNATIONAL APT	38.953	-77.456	LONDON HEATHROW Airport	51.467	-0.45	388	95:15:00	102:25:00	7:10:00	5715	6145		
04/01/2016 23:15	05/01/2016 06:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SINGAPORE CHANGI APT	1.363	103.992	388	95:15:00	102:40:00	7:25:00	5715	6160		
04/01/2016 23:15	05/01/2016 06:30	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	HONG KONG INTERNATIONAL APT	22.296	113.897	388	95:15:00	102:30:00	7:15:00	5715	6150		
04/01/2016 23:20	05/01/2016 14:10	Etihad Airways	Etihad Airways	Etihad Airways	 Abu Dhabi International Airport	24.446	54.646	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	95:20:00	110:10:00	14:50:00	5720	6610		
04/01/2016 23:30	05/01/2016 05:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	95:30:00	101:35:00	6:05:00	5730	6095		
04/01/2016 23:30	05/01/2016 06:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Beijing Capital International Airport	40.066	116.609	388	95:30:00	102:45:00	7:15:00	5730	6165		
04/01/2016 23:30	05/01/2016 07:30	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	95:30:00	103:30:00	8:00:00	5730	6210		
04/01/2016 23:35	05/01/2016 15:35	Emirates Airline	Emirates Airline	Emirates Airline	Los Angeles International Airport	33.941	-118.409	DUBAI INTERNATIONAL	25.253	55.364	388	95:35:00	111:35:00	16:00:00	5735	6695		
04/01/2016 23:40	05/01/2016 15:25	Emirates Airline	Emirates Airline	Emirates Airline	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	DUBAI INTERNATIONAL	25.253	55.364	388	95:40:00	111:25:00	15:45:00	5740	6685		
04/01/2016 23:50	05/01/2016 10:35	Air France	Air France	Air France	Los Angeles International Airport	33.941	-118.409	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	95:50:00	106:35:00	10:45:00	5750	6395		
05/01/2016 00:00	05/01/2016 06:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MAURITIUS	-20.431	57.68265668	388	96:00:00	102:40:00	6:40:00	5760	6160		
05/01/2016 00:20	05/01/2016 15:05	Emirates Airline	Emirates Airline	Emirates Airline	Houston - George Bush Intercontinental Airport	29.99	-95.337	DUBAI INTERNATIONAL	25.253	55.364	388	96:20:00	111:05:00	14:45:00	5780	6665		
05/01/2016 00:20	05/01/2016 14:35	Qantas	Qantas	Qantas	 Melbourne Airport	-37.665	144.84	Los Angeles International Airport	33.941	-118.409	388	96:20:00	110:35:00	14:15:00	5780	6635		
05/01/2016 00:25	05/01/2016 07:35	Air France	Air France	Air France	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	96:25:00	103:35:00	7:10:00	5785	6215		
05/01/2016 00:25	05/01/2016 09:35	China Southern Airlines	China Southern Airlines	China Southern Airlines	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	Guangzhou Baiyun International Airport	23.402	113.309	380	96:25:00	105:35:00	9:10:00	5785	6335		
05/01/2016 00:25	05/01/2016 04:25	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	HONG KONG INTERNATIONAL APT	22.296	113.897	388	96:25:00	100:25:00	4:00:00	5785	6025		
05/01/2016 00:30	05/01/2016 14:25	Qantas	Qantas	Qantas	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	Los Angeles International Airport	33.941	-118.409	388	96:30:00	110:25:00	13:55:00	5790	6625		
05/01/2016 00:30	05/01/2016 11:05	Singapore Airlines	Singapore Airlines	Singapore Airlines	AUCKLAND INTERNATIONAL APT	-37.01	174.786	SINGAPORE CHANGI APT	1.363	103.992	388	96:30:00	107:05:00	10:35:00	5790	6425		
05/01/2016 00:35	05/01/2016 14:10	Korean Air	Korean Air	Korean Air	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	 Hartsfield-Jackson Atlanta International Airport	33.641144	-84.435523	388	96:35:00	110:10:00	13:35:00	5795	6610		
05/01/2016 00:45	05/01/2016 06:50	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	 Beijing Capital International Airport	40.066	116.609	388	96:45:00	102:50:00	6:05:00	5805	6170		
05/01/2016 01:00	05/01/2016 06:50	Thai Airways International	Thai Airways International	Thai Airways International	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	TOKYO NARITA APT	35.769	140.393	380	97:00:00	102:50:00	5:50:00	5820	6170		
05/01/2016 01:00	05/01/2016 03:45	Thai Airways International	Thai Airways International	Thai Airways International	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	HONG KONG INTERNATIONAL APT	22.296	113.897	380	97:00:00	99:45:00	2:45:00	5820	5985		
05/01/2016 01:05	05/01/2016 15:00	Korean Air	Korean Air	Korean Air	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	97:05:00	111:00:00	13:55:00	5825	6660		
05/01/2016 01:10	05/01/2016 15:20	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	LONDON HEATHROW Airport	51.467	-0.45	388	97:10:00	111:20:00	14:10:00	5830	6680		
05/01/2016 01:15	05/01/2016 08:50	Singapore Airlines	Singapore Airlines	Singapore Airlines	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	97:15:00	104:50:00	7:35:00	5835	6290		
05/01/2016 01:15	05/01/2016 09:35	Singapore Airlines	Singapore Airlines	Singapore Airlines	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	SINGAPORE CHANGI APT	1.363	103.992	388	97:15:00	105:35:00	8:20:00	5835	6335		
05/01/2016 01:20	05/01/2016 08:05	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	TOKYO NARITA APT	35.769	140.393	388	97:20:00	104:05:00	6:45:00	5840	6245		
05/01/2016 01:20	05/01/2016 06:35	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	Shanghai Pudong International Airport	31.133	121.8	388	97:20:00	102:35:00	5:15:00	5840	6155		
05/01/2016 01:35	05/01/2016 08:35	Qatar Airways	Qatar Airways	Qatar Airways	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DOHA	25.269	51.613	388	97:35:00	104:35:00	7:00:00	5855	6275		
05/01/2016 01:50	05/01/2016 10:20	Air France	Air France	Air France	MIAMI INTERNATIONAL APT	25.796	-80.287	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	97:50:00	106:20:00	8:30:00	5870	6380		
05/01/2016 02:00	05/01/2016 16:00	Asiana Airlines	Asiana Airlines	Asiana Airlines	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	98:00:00	112:00:00	14:00:00	5880	6720		
05/01/2016 02:00	05/01/2016 10:25	British Airways	British Airways	British Airways	MIAMI INTERNATIONAL APT	25.796	-80.287	LONDON HEATHROW Airport	51.467	-0.45	388	98:00:00	106:25:00	8:25:00	5880	6385		
05/01/2016 02:10	05/01/2016 16:15	Malaysia Airlines Berhad	Malaysia Airlines Berhad	Malaysia Airlines Berhad	 Kuala Lumpur International Airport	2.733	101.7	LONDON HEATHROW Airport	51.467	-0.45	380	98:10:00	112:15:00	14:05:00	5890	6735		
05/01/2016 02:10	05/01/2016 19:05	Qantas	Qantas	Qantas	DALLAS/FORT WORTH INTL APT	32.899	-97.04	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	98:10:00	115:05:00	16:55:00	5890	6905		
05/01/2016 02:30	05/01/2016 09:15	Emirates Airline	Emirates Airline	Emirates Airline	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DUBAI INTERNATIONAL	25.253	55.364	388	98:30:00	105:15:00	6:45:00	5910	6315		
05/01/2016 02:40	05/01/2016 15:25	Emirates Airline	Emirates Airline	Emirates Airline	Toronto Pearson International Airport	43.682	-79.631	DUBAI INTERNATIONAL	25.253	55.364	388	98:40:00	111:25:00	12:45:00	5920	6685		
05/01/2016 03:05	05/01/2016 06:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	JEDDAH	21.667	39.15	388	99:05:00	102:10:00	3:05:00	5945	6130		
05/01/2016 03:10	05/01/2016 06:20	China Southern Airlines	China Southern Airlines	China Southern Airlines	 Beijing Capital International Airport	40.066	116.609	Chengdu Shuangliu International Airport	30.575	103.951	380	99:10:00	102:20:00	3:10:00	5950	6140		
05/01/2016 03:20	05/01/2016 11:05	Emirates Airline	Emirates Airline	Emirates Airline	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	MILAN MALPENSA APT	45.63	8.726	388	99:20:00	107:05:00	7:45:00	5960	6425		
05/01/2016 03:20	05/01/2016 11:20	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	 Manchester Airport	53.34	-2.295	388	99:20:00	107:20:00	8:00:00	5960	6440		
05/01/2016 03:25	05/01/2016 11:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MADRID BARAJAS APT	40.483	-3.567	388	99:25:00	107:40:00	8:15:00	5965	6460		
05/01/2016 03:45	05/01/2016 11:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	99:45:00	107:35:00	7:50:00	5985	6455		
05/01/2016 03:50	05/01/2016 11:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	99:50:00	107:25:00	7:35:00	5990	6445		
05/01/2016 03:50	05/01/2016 11:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BARCELONA APT	41.296	2.081	388	99:50:00	107:25:00	7:35:00	5990	6445		
05/01/2016 04:00	05/01/2016 11:50	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON  Gatwick Airport	51.15	-0.176	388	100:00:00	107:50:00	7:50:00	6000	6470		
05/01/2016 04:00	05/01/2016 16:15	Emirates Airline	Emirates Airline	Emirates Airline	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	DUBAI INTERNATIONAL	25.253	55.364	388	100:00:00	112:15:00	12:15:00	6000	6735		
05/01/2016 04:00	05/01/2016 12:05	Etihad Airways	Etihad Airways	Etihad Airways	 Abu Dhabi International Airport	24.446	54.646	LONDON HEATHROW Airport	51.467	-0.45	388	100:00:00	108:05:00	8:05:00	6000	6485		
05/01/2016 04:05	05/01/2016 19:35	Qantas	Qantas	Qantas	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	DALLAS/FORT WORTH INTL APT	32.899	-97.04	388	100:05:00	115:35:00	15:30:00	6005	6935		
05/01/2016 04:10	05/01/2016 11:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	AMSTERDAM	52.3	4.75	388	100:10:00	107:40:00	7:30:00	6010	6460		
05/01/2016 04:20	05/01/2016 14:45	British Airways	British Airways	British Airways	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	LONDON HEATHROW Airport	51.467	-0.45	388	100:20:00	110:45:00	10:25:00	6020	6645		
05/01/2016 04:20	05/01/2016 11:20	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	COPENHAGEN KASTRUP Airport	55.618	12.653	388	100:20:00	107:20:00	7:00:00	6020	6440		
05/01/2016 04:30	05/01/2016 19:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	100:30:00	115:10:00	14:40:00	6030	6910		
05/01/2016 04:30	05/01/2016 20:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	Los Angeles International Airport	33.941	-118.409	388	100:30:00	116:45:00	16:15:00	6030	7005		
05/01/2016 04:30	05/01/2016 11:25	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	ZURICH AIRPORT	47.461	8.55	388	100:30:00	107:25:00	6:55:00	6030	6445		
05/01/2016 04:35	05/01/2016 11:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	DUSSELDORF INTERNATIONAL AIRPORT	51.283	6.767	388	100:35:00	107:45:00	7:10:00	6035	6465		
05/01/2016 04:35	05/01/2016 12:55	Qantas	Qantas	Qantas	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	100:35:00	108:55:00	8:20:00	6035	6535		
05/01/2016 04:40	05/01/2016 11:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	100:40:00	107:45:00	7:05:00	6040	6465		
05/01/2016 04:45	05/01/2016 11:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MUNICH INTERNATIONAL AIRPORT	48.35	11.783	388	100:45:00	107:35:00	6:50:00	6045	6455		
05/01/2016 04:45	05/01/2016 12:25	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	LONDON HEATHROW Airport	51.467	-0.45	388	100:45:00	108:25:00	7:40:00	6045	6505		
05/01/2016 04:55	05/01/2016 15:15	British Airways	British Airways	British Airways	Los Angeles International Airport	33.941	-118.409	LONDON HEATHROW Airport	51.467	-0.45	388	100:55:00	111:15:00	10:20:00	6055	6675		
05/01/2016 04:55	05/01/2016 20:55	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	388	100:55:00	116:55:00	16:00:00	6055	7015		
05/01/2016 04:55	05/01/2016 12:10	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	100:55:00	108:10:00	7:15:00	6055	6490		
05/01/2016 05:00	05/01/2016 11:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	ROME FIUMICINO APT	41.798	12.247	388	101:00:00	107:40:00	6:40:00	6060	6460		
05/01/2016 05:00	05/01/2016 17:30	Korean Air	Korean Air	Korean Air	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	101:00:00	113:30:00	12:30:00	6060	6810		
05/01/2016 05:05	05/01/2016 21:50	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	Houston - George Bush Intercontinental Airport	29.99	-95.337	388	101:05:00	117:50:00	16:45:00	6065	7070		
05/01/2016 05:10	05/01/2016 12:10	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MILAN MALPENSA APT	45.63	8.726	388	101:10:00	108:10:00	7:00:00	6070	6490		
05/01/2016 05:10	05/01/2016 09:00	Emirates Airline	Emirates Airline	Emirates Airline	AUCKLAND INTERNATIONAL APT	-37.01	174.786	 Brisbane Airport	-27.391	153.123	388	101:10:00	105:00:00	3:50:00	6070	6300		
05/01/2016 05:25	05/01/2016 08:05	Thai Airways International	Thai Airways International	Thai Airways International	HONG KONG INTERNATIONAL APT	22.296	113.897	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	380	101:25:00	104:05:00	2:40:00	6085	6245		
