takeoffdate	landingdate	airlineMarketing	airlineOperator	airlineOwner	airportOrg	orgLAT	orgLON	airportDst	desLAT	desLON	ACtype	takeOffTime	landingTime	durationH	takeOffMinute	landingMinute		
02/01/2016 12:00	02/01/2016 19:15	Qantas	Qantas	Qantas	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	36:00:00	43:15:00	7:15:00	2160	2595		
02/01/2016 12:10	02/01/2016 20:00	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	LONDON HEATHROW Airport	51.467	-0.45	388	36:10:00	44:00:00	7:50:00	2170	2640		
02/01/2016 12:10	02/01/2016 15:20	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	JEDDAH	21.667	39.15	388	36:10:00	39:20:00	3:10:00	2170	2360		
02/01/2016 12:15	02/01/2016 18:55	Emirates Airline	Emirates Airline	Emirates Airline	MAURITIUS	-20.431	57.68265668	DUBAI INTERNATIONAL	25.253	55.364	388	36:15:00	42:55:00	6:40:00	2175	2575		
02/01/2016 12:25	03/01/2016 02:30	Qantas	Qantas	Qantas	 Melbourne Airport	-37.665	144.84	DUBAI INTERNATIONAL	25.253	55.364	388	36:25:00	50:30:00	14:05:00	2185	3030		
02/01/2016 12:30	02/01/2016 20:00	Lufthansa	Lufthansa	Lufthansa	FRANKFURT INTERNATIONAL Airport	50.036	8.57	DELHI	28.55	77.1	388	36:30:00	44:00:00	7:30:00	2190	2640		
02/01/2016 12:40	02/01/2016 20:40	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	36:40:00	44:40:00	8:00:00	2200	2680		
02/01/2016 12:45	02/01/2016 19:05	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	ABIDJAN -  Felix Houphouet Boigny Airport	5.265	-3.924	388	36:45:00	43:05:00	6:20:00	2205	2585		
02/01/2016 12:45	02/01/2016 23:20	Thai Airways International	Thai Airways International	Thai Airways International	FRANKFURT INTERNATIONAL Airport	50.036	8.57	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	380	36:45:00	47:20:00	10:35:00	2205	2840		
02/01/2016 12:50	02/01/2016 22:55	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	MIAMI INTERNATIONAL APT	25.796	-80.287	388	36:50:00	46:55:00	10:05:00	2210	2815		
02/01/2016 12:50	02/01/2016 18:55	Emirates Airline	Emirates Airline	Emirates Airline	MILAN MALPENSA APT	45.63	8.726	DUBAI INTERNATIONAL	25.253	55.364	388	36:50:00	42:55:00	6:05:00	2210	2575		
02/01/2016 12:50	02/01/2016 22:45	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	36:50:00	46:45:00	9:55:00	2210	2805		
02/01/2016 12:55	02/01/2016 21:25	Air France	Air France	Air France	PARIS CHARLES DE GAULLE APT	49.005	2.555	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	36:55:00	45:25:00	8:30:00	2215	2725		
02/01/2016 13:00	02/01/2016 22:25	China Southern Airlines	China Southern Airlines	China Southern Airlines	Guangzhou Baiyun International Airport	23.402	113.309	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	380	37:00:00	46:25:00	9:25:00	2220	2785		
02/01/2016 13:00	02/01/2016 21:00	Emirates Airline	Emirates Airline	Emirates Airline	SINGAPORE CHANGI APT	1.363	103.992	DUBAI INTERNATIONAL	25.253	55.364	388	37:00:00	45:00:00	8:00:00	2220	2700		
02/01/2016 13:10	02/01/2016 20:25	Emirates Airline	Emirates Airline	Emirates Airline	 Manchester Airport	53.34	-2.295	DUBAI INTERNATIONAL	25.253	55.364	388	37:10:00	44:25:00	7:15:00	2230	2665		
02/01/2016 13:15	02/01/2016 16:15	Emirates Airline	Emirates Airline	Emirates Airline	HONG KONG INTERNATIONAL APT	22.296	113.897	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	37:15:00	40:15:00	3:00:00	2235	2415		
02/01/2016 13:20	02/01/2016 19:45	Emirates Airline	Emirates Airline	Emirates Airline	COPENHAGEN KASTRUP Airport	55.618	12.653	DUBAI INTERNATIONAL	25.253	55.364	388	37:20:00	43:45:00	6:25:00	2240	2625		
02/01/2016 13:25	02/01/2016 20:15	Emirates Airline	Emirates Airline	Emirates Airline	PARIS CHARLES DE GAULLE APT	49.005	2.555	DUBAI INTERNATIONAL	25.253	55.364	388	37:25:00	44:15:00	6:50:00	2245	2655		
02/01/2016 13:25	02/01/2016 20:35	Emirates Airline	Emirates Airline	Emirates Airline	MADRID BARAJAS APT	40.483	-3.567	DUBAI INTERNATIONAL	25.253	55.364	388	37:25:00	44:35:00	7:10:00	2245	2675		
02/01/2016 13:30	03/01/2016 02:10	China Southern Airlines	China Southern Airlines	China Southern Airlines	Guangzhou Baiyun International Airport	23.402	113.309	Los Angeles International Airport	33.941	-118.409	380	37:30:00	50:10:00	12:40:00	2250	3010		
02/01/2016 13:30	02/01/2016 19:25	Emirates Airline	Emirates Airline	Emirates Airline	MUNICH INTERNATIONAL AIRPORT	48.35	11.783	DUBAI INTERNATIONAL	25.253	55.364	388	37:30:00	43:25:00	5:55:00	2250	2605		
02/01/2016 13:30	02/01/2016 19:45	Emirates Airline	Emirates Airline	Emirates Airline	FRANKFURT INTERNATIONAL Airport	50.036	8.57	DUBAI INTERNATIONAL	25.253	55.364	388	37:30:00	43:45:00	6:15:00	2250	2625		
02/01/2016 13:30	02/01/2016 18:55	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MOSCOW DOMODEDOVO APT	55.4	37.9	388	37:30:00	42:55:00	5:25:00	2250	2575		
02/01/2016 13:30	02/01/2016 20:15	Emirates Airline	Emirates Airline	Emirates Airline	AMSTERDAM	52.3	4.75	DUBAI INTERNATIONAL	25.253	55.364	388	37:30:00	44:15:00	6:45:00	2250	2655		
02/01/2016 13:35	02/01/2016 20:35	Emirates Airline	Emirates Airline	Emirates Airline	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	37:35:00	44:35:00	7:00:00	2255	2675		
02/01/2016 13:35	02/01/2016 20:35	Emirates Airline	Emirates Airline	Emirates Airline	LONDON  Gatwick Airport	51.15	-0.176	DUBAI INTERNATIONAL	25.253	55.364	388	37:35:00	44:35:00	7:00:00	2255	2675		
02/01/2016 13:35	02/01/2016 20:50	Emirates Airline	Emirates Airline	Emirates Airline	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DUBAI INTERNATIONAL	25.253	55.364	388	37:35:00	44:50:00	7:15:00	2255	2690		
02/01/2016 13:35	02/01/2016 19:45	Emirates Airline	Emirates Airline	Emirates Airline	ZURICH AIRPORT	47.461	8.55	DUBAI INTERNATIONAL	25.253	55.364	388	37:35:00	43:45:00	6:10:00	2255	2625		
02/01/2016 13:40	02/01/2016 19:25	Emirates Airline	Emirates Airline	Emirates Airline	ROME FIUMICINO APT	41.798	12.247	DUBAI INTERNATIONAL	25.253	55.364	388	37:40:00	43:25:00	5:45:00	2260	2605		
02/01/2016 13:40	02/01/2016 20:15	Emirates Airline	Emirates Airline	Emirates Airline	DUSSELDORF INTERNATIONAL AIRPORT	51.283	6.767	DUBAI INTERNATIONAL	25.253	55.364	388	37:40:00	44:15:00	6:35:00	2260	2655		
02/01/2016 13:45	02/01/2016 20:55	Qatar Airways	Qatar Airways	Qatar Airways	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DOHA	25.269	51.613	388	37:45:00	44:55:00	7:10:00	2265	2695		
02/01/2016 13:50	02/01/2016 23:45	British Airways	British Airways	British Airways	LONDON HEATHROW Airport	51.467	-0.45	MIAMI INTERNATIONAL APT	25.796	-80.287	388	37:50:00	47:45:00	9:55:00	2270	2865		
02/01/2016 13:50	02/01/2016 20:35	Emirates Airline	Emirates Airline	Emirates Airline	BARCELONA APT	41.296	2.081	DUBAI INTERNATIONAL	25.253	55.364	388	37:50:00	44:35:00	6:45:00	2270	2675		
02/01/2016 14:00	02/01/2016 20:25	Qatar Airways	Qatar Airways	Qatar Airways	PARIS CHARLES DE GAULLE APT	49.005	2.555	DOHA	25.269	51.613	388	38:00:00	44:25:00	6:25:00	2280	2665		
02/01/2016 14:05	03/01/2016 01:25	Emirates Airline	Emirates Airline	Emirates Airline	 Perth Airport	-31.933	115.967	DUBAI INTERNATIONAL	25.253	55.364	388	38:05:00	49:25:00	11:20:00	2285	2965		
02/01/2016 14:05	02/01/2016 21:20	Etihad Airways	Etihad Airways	Etihad Airways	LONDON HEATHROW Airport	51.467	-0.45	 Abu Dhabi International Airport	24.446	54.646	388	38:05:00	45:20:00	7:15:00	2285	2720		
02/01/2016 14:15	02/01/2016 20:59	Qatar Airways	Qatar Airways	Qatar Airways	LONDON HEATHROW Airport	51.467	-0.45	DOHA	25.269	51.613	388	38:15:00	44:59:00	6:44:00	2295	2699		
02/01/2016 14:40	03/01/2016 00:00	Emirates Airline	Emirates Airline	Emirates Airline	MILAN MALPENSA APT	45.63	8.726	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	388	38:40:00	48:00:00	9:20:00	2320	2880		
02/01/2016 14:45	02/01/2016 16:30	Emirates Airline	Emirates Airline	Emirates Airline	KUWAIT	29.217	47.967	DUBAI INTERNATIONAL	25.253	55.364	388	38:45:00	40:30:00	1:45:00	2325	2430		
02/01/2016 14:50	03/01/2016 01:00	Emirates Airline	Emirates Airline	Emirates Airline	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	DUBAI INTERNATIONAL	25.253	55.364	388	38:50:00	49:00:00	10:10:00	2330	2940		
02/01/2016 15:00	03/01/2016 02:05	British Airways	British Airways	British Airways	LONDON HEATHROW Airport	51.467	-0.45	SAN FRANCISCO INTERNATIONAL APT	37.62137391	-122.379	388	39:00:00	50:05:00	11:05:00	2340	3005		
02/01/2016 15:00	03/01/2016 01:15	Emirates Airline	Emirates Airline	Emirates Airline	Shanghai Pudong International Airport	31.133	121.8	DUBAI INTERNATIONAL	25.253	55.364	388	39:00:00	49:15:00	10:15:00	2340	2955		
02/01/2016 15:05	02/01/2016 23:45	Emirates Airline	Emirates Airline	Emirates Airline	 Beijing Capital International Airport	40.066	116.609	DUBAI INTERNATIONAL	25.253	55.364	388	39:05:00	47:45:00	8:40:00	2345	2865		
02/01/2016 15:10	03/01/2016 02:25	British Airways	British Airways	British Airways	LONDON HEATHROW Airport	51.467	-0.45	Los Angeles International Airport	33.941	-118.409	388	39:10:00	50:25:00	11:15:00	2350	3025		
02/01/2016 15:10	03/01/2016 04:30	Lufthansa	Lufthansa	Lufthansa	HONG KONG INTERNATIONAL APT	22.296	113.897	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	39:10:00	52:30:00	13:20:00	2350	3150		
02/01/2016 15:20	03/01/2016 04:40	Air France	Air France	Air France	HONG KONG INTERNATIONAL APT	22.296	113.897	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	39:20:00	52:40:00	13:20:00	2360	3160		
02/01/2016 15:30	03/01/2016 04:50	British Airways	British Airways	British Airways	HONG KONG INTERNATIONAL APT	22.296	113.897	LONDON HEATHROW Airport	51.467	-0.45	388	39:30:00	52:50:00	13:20:00	2370	3170		
02/01/2016 15:30	03/01/2016 05:35	Malaysia Airlines Berhad	Malaysia Airlines Berhad	Malaysia Airlines Berhad	 Kuala Lumpur International Airport	2.733	101.7	LONDON HEATHROW Airport	51.467	-0.45	380	39:30:00	53:35:00	14:05:00	2370	3215		
02/01/2016 15:40	03/01/2016 04:10	Emirates Airline	Emirates Airline	Emirates Airline	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	DUBAI INTERNATIONAL	25.253	55.364	388	39:40:00	52:10:00	12:30:00	2380	3130		
02/01/2016 15:45	03/01/2016 05:55	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	LONDON HEATHROW Airport	51.467	-0.45	388	39:45:00	53:55:00	14:10:00	2385	3235		
02/01/2016 15:55	03/01/2016 05:00	Lufthansa	Lufthansa	Lufthansa	SINGAPORE CHANGI APT	1.363	103.992	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	39:55:00	53:00:00	13:05:00	2395	3180		
02/01/2016 15:55	03/01/2016 05:20	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	39:55:00	53:20:00	13:25:00	2395	3200		
02/01/2016 16:05	02/01/2016 21:40	Singapore Airlines	Singapore Airlines	Singapore Airlines	DELHI	28.55	77.1	SINGAPORE CHANGI APT	1.363	103.992	388	40:05:00	45:40:00	5:35:00	2405	2740		
02/01/2016 16:10	03/01/2016 06:10	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	40:10:00	54:10:00	14:00:00	2410	3250		
02/01/2016 16:15	02/01/2016 23:00	Emirates Airline	Emirates Airline	Emirates Airline	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	40:15:00	47:00:00	6:45:00	2415	2820		
02/01/2016 16:30	02/01/2016 19:50	Asiana Airlines	Asiana Airlines	Asiana Airlines	HONG KONG INTERNATIONAL APT	22.296	113.897	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	40:30:00	43:50:00	3:20:00	2430	2630		
02/01/2016 16:35	03/01/2016 01:35	Emirates Airline	Emirates Airline	Emirates Airline	HONG KONG INTERNATIONAL APT	22.296	113.897	DUBAI INTERNATIONAL	25.253	55.364	388	40:35:00	49:35:00	9:00:00	2435	2975		
02/01/2016 16:40	03/01/2016 04:50	Thai Airways International	Thai Airways International	Thai Airways International	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	FRANKFURT INTERNATIONAL Airport	50.036	8.57	380	40:40:00	52:50:00	12:10:00	2440	3170		
02/01/2016 16:55	03/01/2016 08:15	Korean Air	Korean Air	Korean Air	 Hartsfield-Jackson Atlanta International Airport	33.641144	-84.435523	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	40:55:00	56:15:00	15:20:00	2455	3375		
02/01/2016 16:55	03/01/2016 03:35	Lufthansa	Lufthansa	Lufthansa	FRANKFURT INTERNATIONAL Airport	50.036	8.57	Shanghai Pudong International Airport	31.133	121.8	388	40:55:00	51:35:00	10:40:00	2455	3095		
02/01/2016 17:00	03/01/2016 07:25	Korean Air	Korean Air	Korean Air	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	41:00:00	55:25:00	14:25:00	2460	3325		
02/01/2016 17:05	03/01/2016 05:50	Thai Airways International	Thai Airways International	Thai Airways International	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	PARIS CHARLES DE GAULLE APT	49.005	2.555	380	41:05:00	53:50:00	12:45:00	2465	3230		
02/01/2016 17:10	03/01/2016 00:30	Emirates Airline	Emirates Airline	Emirates Airline	 Kuala Lumpur International Airport	2.733	101.7	DUBAI INTERNATIONAL	25.253	55.364	388	41:10:00	48:30:00	7:20:00	2470	2910		
02/01/2016 17:15	03/01/2016 06:20	Thai Airways International	Thai Airways International	Thai Airways International	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	LONDON HEATHROW Airport	51.467	-0.45	380	41:15:00	54:20:00	13:05:00	2475	3260		
02/01/2016 17:20	02/01/2016 20:25	Emirates Airline	Emirates Airline	Emirates Airline	JEDDAH	21.667	39.15	DUBAI INTERNATIONAL	25.253	55.364	388	41:20:00	44:25:00	3:05:00	2480	2665		
02/01/2016 17:25	03/01/2016 07:55	Emirates Airline	Emirates Airline	Emirates Airline	DALLAS/FORT WORTH INTL APT	32.899	-97.04	DUBAI INTERNATIONAL	25.253	55.364	388	41:25:00	55:55:00	14:30:00	2485	3355		
02/01/2016 17:30	02/01/2016 23:45	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	OSAKA KANSAI INTERNATIONAL AIRPORT	34.428	135.239	388	41:30:00	47:45:00	6:15:00	2490	2865		
02/01/2016 17:30	03/01/2016 06:50	Singapore Airlines	Singapore Airlines	Singapore Airlines	SINGAPORE CHANGI APT	1.363	103.992	ZURICH AIRPORT	47.461	8.55	388	41:30:00	54:50:00	13:20:00	2490	3290		
02/01/2016 17:45	02/01/2016 23:55	Qatar Airways	Qatar Airways	Qatar Airways	DOHA	25.269	51.613	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	41:45:00	47:55:00	6:10:00	2505	2875		
02/01/2016 17:50	03/01/2016 04:40	Air France	Air France	Air France	O. R. Tambo International	-26.135	28.242	PARIS CHARLES DE GAULLE APT	49.005	2.555	388	41:50:00	52:40:00	10:50:00	2510	3160		
02/01/2016 17:50	02/01/2016 20:45	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	MUMBAI	19.091	72.86725749	388	41:50:00	44:45:00	2:55:00	2510	2685		
02/01/2016 17:55	02/01/2016 23:05	Korean Air	Korean Air	Korean Air	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	41:55:00	47:05:00	5:10:00	2515	2825		
02/01/2016 18:00	03/01/2016 08:30	Asiana Airlines	Asiana Airlines	Asiana Airlines	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	42:00:00	56:30:00	14:30:00	2520	3390		
02/01/2016 18:05	03/01/2016 05:10	British Airways	British Airways	British Airways	LONDON HEATHROW Airport	51.467	-0.45	O. R. Tambo International	-26.135	28.242	388	42:05:00	53:10:00	11:05:00	2525	3190		
02/01/2016 18:05	03/01/2016 01:00	Emirates Airline	Emirates Airline	Emirates Airline	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DUBAI INTERNATIONAL	25.253	55.364	388	42:05:00	49:00:00	6:55:00	2525	2940		
02/01/2016 18:05	03/01/2016 08:15	Etihad Airways	Etihad Airways	Etihad Airways	 Abu Dhabi International Airport	24.446	54.646	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	42:05:00	56:15:00	14:10:00	2525	3375		
02/01/2016 18:05	02/01/2016 23:30	Singapore Airlines	Singapore Airlines	Singapore Airlines	MUMBAI	19.091	72.86725749	SINGAPORE CHANGI APT	1.363	103.992	388	42:05:00	47:30:00	5:25:00	2525	2850		
02/01/2016 18:20	03/01/2016 05:25	British Airways	British Airways	British Airways	O. R. Tambo International	-26.135	28.242	LONDON HEATHROW Airport	51.467	-0.45	388	42:20:00	53:25:00	11:05:00	2540	3205		
02/01/2016 18:30	03/01/2016 06:20	British Airways	British Airways	British Airways	LONDON HEATHROW Airport	51.467	-0.45	HONG KONG INTERNATIONAL APT	22.296	113.897	388	42:30:00	54:20:00	11:50:00	2550	3260		
02/01/2016 18:35	03/01/2016 00:35	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	388	42:35:00	48:35:00	6:00:00	2555	2915		
02/01/2016 18:40	03/01/2016 01:40	Qatar Airways	Qatar Airways	Qatar Airways	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	DOHA	25.269	51.613	388	42:40:00	49:40:00	7:00:00	2560	2980		
02/01/2016 19:00	03/01/2016 08:30	Asiana Airlines	Asiana Airlines	Asiana Airlines	Los Angeles International Airport	33.941	-118.409	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	43:00:00	56:30:00	13:30:00	2580	3390		
02/01/2016 19:00	03/01/2016 01:40	Emirates Airline	Emirates Airline	Emirates Airline	MAURITIUS	-20.431	57.68265668	DUBAI INTERNATIONAL	25.253	55.364	388	43:00:00	49:40:00	6:40:00	2580	2980		
02/01/2016 19:00	03/01/2016 09:20	Emirates Airline	Emirates Airline	Emirates Airline	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	DUBAI INTERNATIONAL	25.253	55.364	388	43:00:00	57:20:00	14:20:00	2580	3440		
02/01/2016 19:00	03/01/2016 08:40	Korean Air	Korean Air	Korean Air	Los Angeles International Airport	33.941	-118.409	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	43:00:00	56:40:00	13:40:00	2580	3400		
02/01/2016 19:05	03/01/2016 07:55	British Airways	British Airways	British Airways	LONDON HEATHROW Airport	51.467	-0.45	SINGAPORE CHANGI APT	1.363	103.992	388	43:05:00	55:55:00	12:50:00	2585	3355		
02/01/2016 19:10	03/01/2016 00:20	Asiana Airlines	Asiana Airlines	Asiana Airlines	BANGKOK SUVARNABHUMI INTERNATIONAL APT	13.692	100.75	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	43:10:00	48:20:00	5:10:00	2590	2900		
02/01/2016 19:30	03/01/2016 02:10	Emirates Airline	Emirates Airline	Emirates Airline	FRANKFURT INTERNATIONAL Airport	50.036	8.57	DUBAI INTERNATIONAL	25.253	55.364	388	43:30:00	50:10:00	6:40:00	2610	3010		
02/01/2016 19:30	03/01/2016 08:15	Etihad Airways	Etihad Airways	Etihad Airways	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	 Abu Dhabi International Airport	24.446	54.646	388	43:30:00	56:15:00	12:45:00	2610	3375		
02/01/2016 20:00	03/01/2016 06:55	Korean Air	Korean Air	Korean Air	PARIS CHARLES DE GAULLE APT	49.005	2.555	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	44:00:00	54:55:00	10:55:00	2640	3295		
02/01/2016 20:15	03/01/2016 03:00	Emirates Airline	Emirates Airline	Emirates Airline	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	44:15:00	51:00:00	6:45:00	2655	3060		
02/01/2016 20:25	03/01/2016 03:10	Emirates Airline	Emirates Airline	Emirates Airline	PARIS CHARLES DE GAULLE APT	49.005	2.555	DUBAI INTERNATIONAL	25.253	55.364	388	44:25:00	51:10:00	6:45:00	2665	3070		
02/01/2016 20:25	03/01/2016 03:10	Emirates Airline	Emirates Airline	Emirates Airline	LONDON  Gatwick Airport	51.15	-0.176	DUBAI INTERNATIONAL	25.253	55.364	388	44:25:00	51:10:00	6:45:00	2665	3070		
02/01/2016 20:30	03/01/2016 02:30	Emirates Airline	Emirates Airline	Emirates Airline	MUNICH INTERNATIONAL AIRPORT	48.35	11.783	DUBAI INTERNATIONAL	25.253	55.364	388	44:30:00	50:30:00	6:00:00	2670	3030		
02/01/2016 20:30	03/01/2016 03:45	Emirates Airline	Emirates Airline	Emirates Airline	 Manchester Airport	53.34	-2.295	DUBAI INTERNATIONAL	25.253	55.364	388	44:30:00	51:45:00	7:15:00	2670	3105		
02/01/2016 20:35	03/01/2016 03:35	Qantas	Qantas	Qantas	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	44:35:00	51:35:00	7:00:00	2675	3095		
02/01/2016 20:35	03/01/2016 03:00	Qatar Airways	Qatar Airways	Qatar Airways	PARIS CHARLES DE GAULLE APT	49.005	2.555	DOHA	25.269	51.613	388	44:35:00	51:00:00	6:25:00	2675	3060		
02/01/2016 20:45	03/01/2016 02:55	Emirates Airline	Emirates Airline	Emirates Airline	ZURICH AIRPORT	47.461	8.55	DUBAI INTERNATIONAL	25.253	55.364	388	44:45:00	50:55:00	6:10:00	2685	3055		
02/01/2016 21:00	03/01/2016 10:20	Qantas	Qantas	Qantas	DUBAI INTERNATIONAL	25.253	55.364	 Melbourne Airport	-37.665	144.84	388	45:00:00	58:20:00	13:20:00	2700	3500		
02/01/2016 21:05	03/01/2016 02:20	Emirates Airline	Emirates Airline	Emirates Airline	MOSCOW DOMODEDOVO APT	55.4	37.9	DUBAI INTERNATIONAL	25.253	55.364	388	45:05:00	50:20:00	5:15:00	2705	3020		
02/01/2016 21:05	03/01/2016 09:20	Lufthansa	Lufthansa	Lufthansa	FRANKFURT INTERNATIONAL Airport	50.036	8.57	SINGAPORE CHANGI APT	1.363	103.992	388	45:05:00	57:20:00	12:15:00	2705	3440		
02/01/2016 21:10	03/01/2016 00:45	Emirates Airline	Emirates Airline	Emirates Airline	 Melbourne Airport	-37.665	144.84	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	45:10:00	48:45:00	3:35:00	2710	2925		
02/01/2016 21:15	03/01/2016 08:55	Lufthansa	Lufthansa	Lufthansa	FRANKFURT INTERNATIONAL Airport	50.036	8.57	HONG KONG INTERNATIONAL APT	22.296	113.897	388	45:15:00	56:55:00	11:40:00	2715	3415		
02/01/2016 21:35	03/01/2016 10:05	Emirates Airline	Emirates Airline	Emirates Airline	NEW YORK J F KENNEDY INTERNATIONAL APT	40.641	-73.778	DUBAI INTERNATIONAL	25.253	55.364	388	45:35:00	58:05:00	12:30:00	2735	3485		
02/01/2016 21:35	03/01/2016 06:35	Lufthansa	Lufthansa	Lufthansa	MIAMI INTERNATIONAL APT	25.796	-80.287	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	45:35:00	54:35:00	9:00:00	2735	3275		
02/01/2016 21:35	03/01/2016 10:25	Malaysia Airlines Berhad	Malaysia Airlines Berhad	Malaysia Airlines Berhad	LONDON HEATHROW Airport	51.467	-0.45	 Kuala Lumpur International Airport	2.733	101.7	380	45:35:00	58:25:00	12:50:00	2735	3505		
02/01/2016 21:40	03/01/2016 00:40	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	JEDDAH	21.667	39.15	388	45:40:00	48:40:00	3:00:00	2740	2920		
02/01/2016 21:45	03/01/2016 01:00	Emirates Airline	Emirates Airline	Emirates Airline	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	AUCKLAND INTERNATIONAL APT	-37.01	174.786	388	45:45:00	49:00:00	3:15:00	2745	2940		
02/01/2016 21:55	03/01/2016 11:30	Emirates Airline	Emirates Airline	Emirates Airline	DUBAI INTERNATIONAL	25.253	55.364	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	388	45:55:00	59:30:00	13:35:00	2755	3570		
02/01/2016 22:00	03/01/2016 04:45	Emirates Airline	Emirates Airline	Emirates Airline	LONDON HEATHROW Airport	51.467	-0.45	DUBAI INTERNATIONAL	25.253	55.364	388	46:00:00	52:45:00	6:45:00	2760	3165		
02/01/2016 22:00	03/01/2016 08:40	Korean Air	Korean Air	Korean Air	SYDNEY - KINGSFORD SMITH Airport	-33.94	151.179	SEOUL INCHEON INTERNATIONAL AIRPORT	37.467	126.45	388	46:00:00	56:40:00	10:40:00	2760	3400		
02/01/2016 22:00	03/01/2016 06:25	Lufthansa	Lufthansa	Lufthansa	DELHI	28.55	77.1	FRANKFURT INTERNATIONAL Airport	50.036	8.57	388	46:00:00	54:25:00	8:25:00	2760	3265		
02/01/2016 22:05	03/01/2016 11:00	Singapore Airlines	Singapore Airlines	Singapore Airlines	LONDON HEATHROW Airport	51.467	-0.45	SINGAPORE CHANGI APT	1.363	103.992	388	46:05:00	59:00:00	12:55:00	2765	3540		
